Marital status,Daytime/evening attendance,Nationality,course_name,Previous qualification,Mother's qualification,Father's qualification,Gender,Age at enrollment,enrollement_year,Number of semesters,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
1,1,19,Basic Education,1,23,27,0,18,2019,3,6,5,11,6,4,11.25,10.8,1.4,1.74,Dropout
1,1,1,Advertising and Marketing Management,1,1,14,0,21,2020,3,6,0,0,6,0,0,8.9,1.4,3.51,Dropout
1,1,1,Social Service,1,1,14,0,19,2022,3,6,6,12.28571429,6,6,12,12.4,0.5,1.79,Graduate
1,1,20,Nursing,1,23,28,0,18,2022,5,8,8,12.82875,8,8,12.82875,9.4,-0.8,-3.12,Dropout
1,1,5,Journalism and Communication,1,10,10,0,18,2021,5,6,6,12.66666667,6,5,14.4,7.6,2.6,0.32,Graduate
1,1,1,Animation and Multimedia Design,1,1,1,0,18,2019,5,0,0,0,0,0,0,12.4,0.5,1.79,Enrolled
1,1,13,Veterinary Nursing,1,13,14,0,21,2019,5,6,2,13,6,0,0,15.5,2.8,-4.06,Dropout
1,1,4,Management,1,1,28,0,19,2021,3,5,5,10.875,5,4,12.4,13.9,-0.3,0.79,Graduate
1,1,20,Management,1,22,27,0,19,2021,5,5,5,12.8,5,5,11.6,9.4,-0.8,-3.12,Graduate
1,1,1,Social Service,1,1,14,0,19,2020,5,6,5,11.28571429,6,0,0,16.2,0.3,-0.92,Dropout
1,1,1,Animation and Multimedia Design,1,5,3,0,18,2019,5,0,0,0,0,0,0,13.9,-0.3,0.79,Graduate
1,1,2,Tourism,1,23,28,0,19,2020,5,6,0,0,6,1,10,10.8,1.4,1.74,Dropout
1,1,1,Nursing,1,23,1,0,20,2019,5,7,6,13.76666667,8,8,13.74444444,16.2,0.3,-0.92,Dropout
1,1,1,Nursing,1,12,13,0,18,2018,5,8,6,12.75833333,8,6,12.75833333,9.4,-0.8,-3.12,Dropout
1,1,19,Animation and Multimedia Design,1,13,14,0,19,2021,3,0,0,0,0,0,0,11.1,0.6,2.02,Dropout
1,1,3,Communication Design,1,13,1,0,18,2019,5,6,6,12.66666667,6,6,13.25,10.8,1.4,1.74,Graduate
1,1,17,Veterinary Nursing,1,13,27,0,18,2021,3,6,6,12,6,4,12.75,11.1,0.6,2.02,Enrolled
1,1,1,Social Service,1,1,27,0,19,2022,3,6,6,12.25,6,6,12,16.2,0.3,-0.92,Graduate
1,1,1,Management,1,13,27,0,20,2022,5,5,3,11.33333333,5,5,12.2,7.6,2.6,0.32,Graduate
1,1,1,Nursing,1,1,1,0,19,2018,3,7,7,13.50714286,8,8,13.05,16.2,0.3,-0.92,Graduate
1,1,10,Nursing,1,13,28,0,18,2020,5,8,7,13.61428571,8,7,13.61428571,12.7,3.7,-1.7,Graduate
1,1,14,Tourism,1,13,1,0,25,2018,5,6,0,0,6,0,0,15.5,2.8,-4.06,Dropout
1,1,1,Communication Design,1,22,27,0,18,2021,5,6,4,11.5,6,6,12.16666667,7.6,2.6,0.32,Graduate
1,1,14,Journalism and Communication,1,23,14,0,19,2018,3,6,6,12.33333333,6,6,12.5,8.9,1.4,3.51,Graduate
1,1,1,Oral Hygiene,1,13,28,0,19,2020,3,7,7,11.97142857,8,8,14.4375,15.5,2.8,-4.06,Graduate
1,1,2,Management,1,13,14,0,20,2018,5,5,2,13,5,2,11.5,9.4,-0.8,-3.12,Dropout
1,1,1,Nursing,1,1,1,0,18,2021,3,7,7,12.38571429,8,7,12.72857143,13.9,-0.3,0.79,Enrolled
1,1,4,Veterinary Nursing,1,23,27,0,20,2019,3,5,2,13.5,5,5,11.28571429,10.8,1.4,1.74,Graduate
1,1,12,Social Service,1,1,1,0,21,2018,5,6,6,12.16666667,6,6,13.28571429,11.1,0.6,2.02,Graduate
1,1,1,Animation and Multimedia Design,1,3,1,0,19,2018,3,0,0,0,0,0,0,12.7,3.7,-1.7,Graduate
2,0,10,Social Service (evening attendance),9,22,27,0,42,2021,5,6,6,11.66666667,6,6,13.66666667,10.8,1.4,1.74,Graduate
1,1,6,Equiniculture,1,3,3,0,18,2021,5,6,5,12.4,6,5,14.16666667,8.9,1.4,3.51,Enrolled
1,1,1,Communication Design,1,22,27,0,19,2018,5,6,5,13.4,6,6,12.83333333,15.5,2.8,-4.06,Graduate
1,1,15,Tourism,1,23,14,0,18,2020,5,6,6,12,6,4,12.5,8.9,1.4,3.51,Graduate
1,1,12,Veterinary Nursing,1,13,14,0,21,2020,3,5,5,14.2,5,5,14.8,10.8,1.4,1.74,Graduate
1,1,11,Social Service,1,23,27,0,20,2022,3,6,6,12.125,6,6,14.42857143,16.2,0.3,-0.92,Graduate
1,1,1,Basic Education,1,1,14,0,20,2022,5,7,7,13.85714286,7,7,13.28571429,11.1,0.6,2.02,Graduate
1,1,1,Veterinary Nursing,14,3,1,0,21,2022,5,6,3,11.75,6,5,12.33333333,12.4,0.5,1.79,Enrolled
1,1,1,Nursing,1,23,27,0,19,2018,5,7,7,14.28333333,8,8,13.12555556,15.5,2.8,-4.06,Graduate
1,1,6,Social Service,1,1,14,0,21,2022,5,13,11,13.27272727,11,9,13,7.6,2.6,0.32,Graduate
1,1,1,Communication Design,1,23,14,0,19,2020,5,6,6,14.66666667,6,6,15.14285714,8.9,1.4,3.51,Graduate
1,1,1,Nursing,1,13,14,0,19,2020,3,7,7,15.115,8,8,15.092,15.5,2.8,-4.06,Graduate
1,1,5,Animation and Multimedia Design,1,1,1,0,18,2019,3,0,0,0,0,0,0,9.4,-0.8,-3.12,Enrolled
1,1,1,Veterinary Nursing,14,22,14,0,22,2021,5,6,6,15,6,6,13.14285714,16.2,0.3,-0.92,Graduate
1,1,1,Basic Education,1,3,1,0,21,2022,3,6,5,13.2,6,5,14.33333333,9.4,-0.8,-3.12,Graduate
1,1,3,Tourism,1,22,27,0,18,2021,5,6,2,11,6,3,10.33333333,7.6,2.6,0.32,Dropout
1,1,1,Nursing,1,1,3,0,20,2020,3,8,7,14.56571429,8,7,14.56571429,10.8,1.4,1.74,Graduate
1,1,14,Advertising and Marketing Management,1,19,27,0,18,2018,5,5,3,12,5,4,10.75,7.6,2.6,0.32,Dropout
1,1,1,Social Service,1,13,27,0,20,2020,5,6,0,0,5,0,0,8.9,1.4,3.51,Dropout
1,1,19,Nursing,1,1,1,0,23,2020,5,7,6,13.79666667,8,7,13.775,12.4,0.5,1.79,Graduate
1,1,1,Journalism and Communication,1,1,1,0,18,2019,5,6,6,14.83333333,6,6,15.33333333,12.7,3.7,-1.7,Graduate
1,1,6,Social Service,14,1,1,0,20,2020,3,6,6,12.83333333,6,6,13.83333333,12.4,0.5,1.79,Graduate
1,1,1,Nursing,1,23,27,0,18,2021,5,8,7,14.96285714,8,7,14.96285714,10.8,1.4,1.74,Graduate
1,1,1,Management,1,23,28,0,20,2022,3,5,4,12,5,5,11.2,11.1,0.6,2.02,Graduate
1,1,1,Nursing,1,1,3,0,18,2022,3,7,7,12.4,8,8,12.8,16.2,0.3,-0.92,Graduate
1,1,11,Advertising and Marketing Management,1,3,3,0,20,2022,3,6,6,15.57142857,6,6,17.16666667,16.2,0.3,-0.92,Graduate
1,1,6,Nursing,1,1,1,0,19,2020,5,8,7,13.71428571,8,7,13.71428571,12.7,3.7,-1.7,Graduate
1,1,8,Veterinary Nursing,14,1,14,0,21,2021,3,6,6,13.14285714,6,6,12.16666667,13.9,-0.3,0.79,Graduate
2,1,18,Communication Design,17,22,1,0,33,2022,5,6,6,15,6,3,11,11.1,0.6,2.02,Graduate
1,1,1,Veterinary Nursing,1,10,2,0,24,2020,3,5,1,13,5,0,0,7.6,2.6,0.32,Dropout
1,1,1,Social Service,1,1,28,0,20,2019,5,11,11,12,11,11,12.75,13.9,-0.3,0.79,Graduate
1,1,9,Animation and Multimedia Design,1,13,28,0,18,2018,5,0,0,0,0,0,0,9.4,-0.8,-3.12,Graduate
1,1,1,Communication Design,1,1,1,0,18,2018,3,6,6,15.16666667,6,6,14.16666667,15.5,2.8,-4.06,Graduate
1,0,13,Social Service (evening attendance),6,19,24,0,29,2020,5,6,4,12,6,2,10.5,7.6,2.6,0.32,Dropout
1,1,10,Nursing,1,1,1,0,18,2019,3,7,7,13.64285714,8,8,14.77272727,16.2,0.3,-0.92,Graduate
1,1,1,Journalism and Communication,1,23,27,0,19,2018,3,6,6,12.66666667,6,6,12.71428571,9.4,-0.8,-3.12,Graduate
1,1,9,Animation and Multimedia Design,1,23,28,0,19,2019,5,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout
1,1,1,Social Service,1,13,14,0,18,2018,5,6,5,10.8,6,6,10.5,12.4,0.5,1.79,Graduate
1,1,1,Nursing,1,13,14,0,19,2020,5,7,6,14.25,8,8,13.06363636,16.2,0.3,-0.92,Graduate
1,1,10,Basic Education,1,22,14,0,20,2019,5,14,12,12.15384615,12,10,12.9,10.8,1.4,1.74,Dropout
1,1,1,Social Service,1,2,1,0,19,2018,3,6,1,11.5,6,2,10.5,7.6,2.6,0.32,Enrolled
1,1,17,Tourism,1,13,14,0,19,2019,3,6,4,12.25,6,3,12.33333333,9.4,-0.8,-3.12,Graduate
1,1,18,Communication Design,1,13,27,0,18,2020,3,6,6,12,6,5,11.14285714,13.9,-0.3,0.79,Enrolled
1,1,1,Nursing,1,13,28,0,18,2020,3,8,8,13.40375,8,8,13.40375,9.4,-0.8,-3.12,Graduate
1,1,1,Tourism,1,3,1,0,19,2019,3,6,6,11.33333333,6,3,12.66666667,9.4,-0.8,-3.12,Graduate
1,1,3,Journalism and Communication,1,1,1,1,20,2021,5,6,5,12.2,6,6,12.33333333,12.7,3.7,-1.7,Dropout
1,1,15,Animation and Multimedia Design,1,22,27,1,18,2021,5,0,0,0,0,0,0,7.6,2.6,0.32,Enrolled
1,1,1,Nursing,1,4,14,1,18,2018,5,7,0,0,8,0,0,16.2,0.3,-0.92,Dropout
1,1,1,Agronomy,1,3,1,1,35,2021,5,6,5,16.16666667,6,4,16,8.9,1.4,3.51,Dropout
1,1,3,Informatics Engineering,1,13,28,1,18,2019,3,5,3,11,5,3,11,16.2,0.3,-0.92,Enrolled
1,1,4,Animation and Multimedia Design,1,22,14,1,19,2021,5,0,0,0,0,0,0,13.9,-0.3,0.79,Graduate
1,1,10,Journalism and Communication,1,23,14,1,19,2021,5,6,4,12,6,6,12.28571429,15.5,2.8,-4.06,Enrolled
1,1,1,Management,1,1,28,1,20,2022,5,5,2,10.5,5,4,12.25,10.8,1.4,1.74,Enrolled
1,1,11,Communication Design,1,1,1,1,19,2019,3,6,3,11.66666667,6,4,10.33333333,13.9,-0.3,0.79,Enrolled
1,1,1,Management,1,23,28,1,19,2021,3,5,3,11,5,2,10,12.7,3.7,-1.7,Dropout
1,1,1,Oral Hygiene,1,1,1,1,24,2019,5,7,0,0,7,0,0,11.1,0.6,2.02,Dropout
1,0,21,Social Service (evening attendance),1,22,27,1,29,2020,5,6,4,12.5,6,0,0,12.4,0.5,1.79,Dropout
1,1,1,Nursing,1,23,3,1,24,2019,5,7,7,11.29444444,8,2,12.6,15.5,2.8,-4.06,Graduate
1,1,1,Tourism,1,13,28,1,19,2018,3,6,5,11.2,6,4,12.5,15.5,2.8,-4.06,Graduate
2,1,1,Animation and Multimedia Design,3,13,14,1,37,2022,3,0,0,0,0,0,0,7.6,2.6,0.32,Dropout
1,1,20,Communication Design,1,1,1,1,18,2020,5,6,5,13.2,6,5,11.8,16.2,0.3,-0.92,Graduate
1,1,18,Informatics Engineering,14,1,1,1,20,2019,3,7,6,14.14285714,6,6,14.125,12.4,0.5,1.79,Enrolled
1,1,1,Management,1,24,29,1,18,2022,5,5,0,0,5,0,0,11.1,0.6,2.02,Dropout
1,1,1,Management,1,22,14,1,22,2020,5,5,0,0,5,3,13.33333333,16.2,0.3,-0.92,Enrolled
1,1,1,Management,1,23,28,1,22,2018,3,5,3,12.33333333,5,3,10.57142857,10.8,1.4,1.74,Enrolled
1,1,1,Journalism and Communication,1,1,28,1,18,2018,5,6,0,0,6,0,0,11.1,0.6,2.02,Dropout
1,1,15,Nursing,1,1,1,1,18,2020,3,8,7,13.1,8,7,13.1,12.7,3.7,-1.7,Graduate
1,1,13,Communication Design,1,22,27,1,19,2021,3,6,6,13.5,6,6,13.16666667,9.4,-0.8,-3.12,Graduate
1,1,1,Informatics Engineering,1,23,14,1,19,2020,3,5,5,10.2,5,3,12,10.8,1.4,1.74,Enrolled
1,1,1,Social Service,1,13,28,1,19,2018,3,6,5,11.57142857,6,3,13,16.2,0.3,-0.92,Dropout
1,1,1,Agronomy,14,13,14,1,21,2020,3,6,6,15.28571429,6,6,15.16666667,12.4,0.5,1.79,Graduate
1,1,19,Journalism and Communication,1,3,1,1,19,2018,5,6,5,12.6,10,8,11,8.9,1.4,3.51,Enrolled
1,1,11,Oral Hygiene,1,3,3,1,18,2021,5,7,6,13.43333333,7,4,13.6,8.9,1.4,3.51,Graduate
1,1,1,Management,1,13,14,1,19,2018,3,5,5,11.6,5,3,11,10.8,1.4,1.74,Dropout
1,1,1,Journalism and Communication,17,13,1,1,25,2019,5,6,6,14.66666667,6,6,13.5,11.1,0.6,2.02,Graduate
1,1,5,Communication Design,1,22,1,1,22,2018,5,6,6,14.66666667,6,6,14.66666667,12.7,3.7,-1.7,Graduate
1,1,1,Nursing,1,1,1,1,24,2021,5,8,7,12.74285714,8,7,12.74285714,12.7,3.7,-1.7,Graduate
1,1,16,Nursing,1,1,3,1,19,2021,3,7,7,11.975,8,7,13.12857143,13.9,-0.3,0.79,Graduate
1,1,1,Informatics Engineering,1,3,1,1,18,2018,3,5,4,12.25,5,3,11.66666667,13.9,-0.3,0.79,Enrolled
1,1,1,Animation and Multimedia Design,1,23,27,1,20,2019,3,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,Nursing,1,13,14,1,19,2020,3,8,7,14.93571429,8,7,14.93571429,10.8,1.4,1.74,Graduate
1,1,18,Tourism,1,22,27,1,19,2021,5,6,2,10.5,6,4,10,7.6,2.6,0.32,Dropout
1,1,1,Advertising and Marketing Management,1,3,3,1,19,2021,5,6,5,13.33333333,6,5,13,12.4,0.5,1.79,Graduate
1,1,1,Agronomy,1,22,27,1,23,2018,3,6,0,0,6,0,0,15.5,2.8,-4.06,Dropout
2,1,11,Journalism and Communication,1,22,28,1,47,2019,5,6,5,13.8,6,4,14,12.7,3.7,-1.7,Dropout
1,1,19,Communication Design,1,1,1,1,19,2020,5,6,6,11.83333333,6,4,10.75,16.2,0.3,-0.92,Graduate
1,1,9,Animation and Multimedia Design,1,1,28,1,19,2019,5,0,0,0,0,0,0,11.1,0.6,2.02,Graduate
1,1,1,Animation and Multimedia Design,1,3,3,1,18,2021,5,0,0,0,0,0,0,16.2,0.3,-0.92,Dropout
1,1,11,Management,1,1,3,1,28,2019,5,5,2,10,5,0,0,15.5,2.8,-4.06,Dropout
1,1,1,Tourism,6,19,24,1,20,2019,3,6,4,11.5,6,3,11.66666667,7.6,2.6,0.32,Dropout
1,1,1,Tourism,1,13,14,1,18,2022,5,6,3,10.66666667,6,4,12,15.5,2.8,-4.06,Enrolled
1,1,2,Animation and Multimedia Design,1,13,14,1,21,2018,5,0,0,0,0,0,0,12.4,0.5,1.79,Graduate
1,1,17,Tourism,1,23,14,1,19,2019,3,6,4,12.75,6,2,13,10.8,1.4,1.74,Enrolled
1,1,1,Tourism,12,23,27,1,24,2020,5,6,0,0,6,0,0,16.2,0.3,-0.92,Dropout
1,1,1,Equiniculture,1,13,1,1,24,2021,3,6,6,11.33333333,6,3,11.33333333,16.2,0.3,-0.92,Enrolled
1,1,12,Veterinary Nursing,9,23,14,1,25,2020,5,6,0,0,6,0,0,8.9,1.4,3.51,Enrolled
1,1,21,Tourism,1,3,1,1,28,2019,3,6,6,13,6,5,12.2,13.9,-0.3,0.79,Graduate
2,0,1,Management (evening attendance),1,22,27,1,37,2022,5,5,4,10.75,5,3,11.33333333,7.6,2.6,0.32,Enrolled
1,1,1,Informatics Engineering,1,1,28,1,19,2020,5,5,5,12,5,2,10.5,13.9,-0.3,0.79,Enrolled
1,1,2,Nursing,1,23,27,1,18,2022,5,7,7,13.46285714,8,8,13.90625,11.1,0.6,2.02,Graduate
1,1,1,Tourism,12,22,27,1,48,2020,3,6,3,10,6,1,10,7.6,2.6,0.32,Dropout
1,1,1,Social Service,1,22,27,1,21,2022,5,6,6,12.33333333,6,6,13.66666667,8.9,1.4,3.51,Graduate
1,1,3,Nursing,1,1,1,1,19,2018,3,7,6,12.52857143,7,6,12.41666667,15.5,2.8,-4.06,Enrolled
1,1,21,Nursing,1,13,1,1,21,2021,3,8,0,0,8,0,0,9.4,-0.8,-3.12,Enrolled
1,1,4,Informatics Engineering,1,22,10,1,23,2022,3,5,0,0,5,0,0,13.9,-0.3,0.79,Dropout
1,1,2,Equiniculture,1,1,1,1,18,2021,3,5,5,13.6,5,4,13.25,10.8,1.4,1.74,Graduate
1,1,1,Social Service,14,1,1,1,22,2022,3,6,6,12.33333333,6,2,14,13.9,-0.3,0.79,Dropout
1,1,1,Animation and Multimedia Design,1,13,27,1,25,2021,3,13,10,11.45454545,11,7,12.25,12.4,0.5,1.79,Dropout
1,1,1,Veterinary Nursing,15,5,3,1,27,2020,5,13,8,13.5,11,5,14.4,11.1,0.6,2.02,Dropout
1,1,9,Informatics Engineering,9,19,24,1,49,2021,5,5,0,0,5,0,0,10.8,1.4,1.74,Dropout
1,0,1,Management (evening attendance),1,13,27,1,31,2019,3,5,2,11,5,0,0,12.7,3.7,-1.7,Dropout
1,1,21,Tourism,1,22,27,1,54,2021,5,6,6,13.71428571,6,5,14.33333333,16.2,0.3,-0.92,Dropout
1,1,1,Biofuel Production Technologies,15,23,27,1,25,2018,5,21,21,12.36363636,16,12,12.25,11.1,0.6,2.02,Dropout
1,1,1,Agronomy,14,5,3,1,20,2019,3,7,3,10.66666667,6,2,11.5,15.5,2.8,-4.06,Enrolled
1,1,12,Communication Design,3,4,4,1,28,2019,5,6,2,12,6,3,12.66666667,12.7,3.7,-1.7,Dropout
2,0,9,Social Service (evening attendance),12,22,27,1,41,2019,5,7,7,12.85714286,6,6,13.16666667,12.7,3.7,-1.7,Graduate
1,1,1,Advertising and Marketing Management,1,1,14,1,19,2021,5,6,6,13.125,6,6,12.71428571,11.1,0.6,2.02,Enrolled
1,1,16,Management,1,1,1,1,22,2019,3,5,0,0,5,2,11.5,15.5,2.8,-4.06,Dropout
1,1,1,Tourism,1,2,1,1,34,2020,5,6,2,13.5,6,0,0,15.5,2.8,-4.06,Dropout
1,1,1,Agronomy,1,23,28,1,28,2020,5,11,11,15.09090909,10,10,15,11.1,0.6,2.02,Dropout
1,1,1,Basic Education,1,22,27,1,42,2018,3,6,5,12.4,6,5,11.8,7.6,2.6,0.32,Enrolled
1,1,1,Veterinary Nursing,1,1,14,1,21,2019,3,6,5,14,6,4,14.8,11.1,0.6,2.02,Enrolled
1,1,1,Agronomy,3,24,29,1,50,2020,5,6,2,13.5,6,1,13,15.5,2.8,-4.06,Dropout
1,1,1,Management,1,3,1,1,19,2022,3,5,0,0,5,0,0,12.4,0.5,1.79,Dropout
1,1,1,Nursing,1,3,4,1,18,2022,3,7,4,12.65,7,3,10.66666667,16.2,0.3,-0.92,Dropout
2,0,16,Management (evening attendance),1,22,27,1,59,2020,3,5,0,0,5,0,0,16.2,0.3,-0.92,Dropout
2,0,1,Management (evening attendance),3,19,24,1,33,2018,3,5,0,0,5,0,0,7.6,2.6,0.32,Dropout
1,1,1,Communication Design,1,22,28,1,23,2021,5,6,6,13.33333333,6,5,12.8,9.4,-0.8,-3.12,Graduate
2,0,1,Management (evening attendance),12,22,1,1,44,2018,5,5,3,11.33333333,5,5,11.14285714,13.9,-0.3,0.79,Dropout
2,0,4,Social Service (evening attendance),1,19,24,1,37,2022,3,6,0,0,6,0,0,9.4,-0.8,-3.12,Dropout
2,1,13,Animation and Multimedia Design,12,22,27,1,36,2021,5,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
1,0,1,Management (evening attendance),1,1,3,1,22,2018,5,5,3,11.66666667,5,2,10.5,7.6,2.6,0.32,Dropout
2,0,14,Social Service (evening attendance),12,22,27,1,49,2018,3,6,6,12.16666667,6,6,14.42857143,12.4,0.5,1.79,Graduate
1,1,4,Journalism and Communication,1,1,32,1,23,2021,3,6,6,13.33333333,6,4,12.75,11.1,0.6,2.02,Graduate
1,1,1,Communication Design,1,1,1,1,19,2018,5,6,5,11.4,6,3,11,7.6,2.6,0.32,Enrolled
2,0,15,Social Service (evening attendance),1,22,27,1,47,2021,3,6,6,12.14285714,6,0,0,16.2,0.3,-0.92,Dropout
1,1,2,Agronomy,1,1,2,1,28,2021,3,18,17,13.05882353,12,12,12.30769231,15.5,2.8,-4.06,Graduate
1,1,6,Agronomy,14,1,28,1,21,2022,5,6,4,11.75,6,4,10.5,15.5,2.8,-4.06,Enrolled
1,1,9,Tourism,1,23,1,1,21,2021,5,6,5,11.83333333,6,5,10,8.9,1.4,3.51,Dropout
1,1,1,Social Service,14,2,1,1,21,2021,3,11,10,12.4,10,10,11.8,13.9,-0.3,0.79,Graduate
1,1,19,Communication Design,1,13,28,1,20,2018,5,6,6,13.42857143,6,4,11.5,13.9,-0.3,0.79,Enrolled
2,1,9,Management,1,22,27,1,49,2021,5,5,0,0,5,0,0,10.8,1.4,1.74,Dropout
1,0,15,Management (evening attendance),1,13,27,1,40,2018,3,5,5,11,5,5,13.4,15.5,2.8,-4.06,Graduate
1,1,21,Tourism,1,1,1,1,22,2021,3,6,6,13.625,6,6,14.42857143,11.1,0.6,2.02,Graduate
1,1,10,Informatics Engineering,1,1,27,1,19,2020,5,5,4,11.8,5,2,11.5,15.5,2.8,-4.06,Enrolled
1,0,1,Management (evening attendance),1,3,28,1,31,2020,3,5,0,0,5,0,0,13.9,-0.3,0.79,Dropout
1,1,19,Informatics Engineering,1,5,5,1,30,2022,5,6,2,15,6,2,13.5,15.5,2.8,-4.06,Dropout
1,1,1,Social Service,1,22,27,1,19,2020,3,6,5,10.8,6,5,11,7.6,2.6,0.32,Graduate
1,1,1,Management,1,19,24,1,22,2018,3,5,3,13.66666667,5,3,11.33333333,9.4,-0.8,-3.12,Dropout
1,1,1,Journalism and Communication,1,13,27,1,19,2018,3,6,6,12.83333333,6,6,13.33333333,15.5,2.8,-4.06,Graduate
1,1,1,Animation and Multimedia Design,1,1,27,1,21,2020,5,0,0,0,0,0,0,7.6,2.6,0.32,Dropout
1,1,20,Advertising and Marketing Management,1,1,28,1,19,2021,3,6,6,15.125,6,6,13.42857143,11.1,0.6,2.02,Graduate
1,1,1,Management,1,1,14,1,22,2019,3,5,0,0,5,1,10,16.2,0.3,-0.92,Dropout
1,1,1,Social Service,1,4,5,1,22,2020,3,6,5,11.4,6,5,11,10.8,1.4,1.74,Graduate
1,1,18,Social Service,1,1,1,1,19,2022,3,6,4,12.25,6,6,11,9.4,-0.8,-3.12,Graduate
1,1,5,Tourism,14,1,1,1,26,2020,5,6,0,0,6,0,0,16.2,0.3,-0.92,Dropout
1,1,1,Informatics Engineering,14,5,31,1,23,2019,5,7,3,14,6,1,14,12.4,0.5,1.79,Enrolled
1,1,1,Communication Design,1,13,14,1,18,2021,3,6,6,12.33333333,6,5,10.8,16.2,0.3,-0.92,Enrolled
1,1,4,Management,1,22,27,1,22,2022,3,5,5,10.66666667,5,2,11,15.5,2.8,-4.06,Enrolled
1,1,7,Informatics Engineering,1,3,2,1,19,2019,5,5,5,11.83333333,5,5,14.71428571,12.4,0.5,1.79,Enrolled
1,1,1,Management,1,1,14,1,20,2020,5,5,0,0,5,0,0,11.1,0.6,2.02,Dropout
1,1,1,Communication Design,1,22,27,1,22,2022,5,6,6,11.66666667,6,6,12.16666667,7.6,2.6,0.32,Enrolled
1,1,4,Equiniculture,3,2,28,1,18,2022,5,5,2,13,5,0,0,12.7,3.7,-1.7,Dropout
4,0,8,Management (evening attendance),13,3,1,1,39,2021,5,2,0,0,4,0,0,10.8,1.4,1.74,Dropout
1,1,1,Nursing,1,13,1,1,18,2021,3,8,0,0,8,0,0,10.8,1.4,1.74,Dropout
1,1,1,Informatics Engineering,1,1,28,1,18,2021,5,5,5,13,5,5,14.2,8.9,1.4,3.51,Graduate
1,1,1,Social Service,1,13,28,1,19,2018,3,6,6,13.85714286,6,6,14,13.9,-0.3,0.79,Graduate
1,1,6,Nursing,1,1,14,1,18,2021,5,7,6,13.39166667,8,8,12.4875,12.4,0.5,1.79,Graduate
1,1,1,Management,1,19,14,1,18,2020,5,5,4,12.75,5,0,0,7.6,2.6,0.32,Dropout
1,1,1,Equiniculture,14,22,27,1,22,2019,5,5,4,14.5,5,5,14.6,10.8,1.4,1.74,Graduate
1,1,1,Social Service,1,1,1,1,19,2021,3,6,6,12.16666667,6,6,12.16666667,12.4,0.5,1.79,Graduate
1,1,13,Equiniculture,1,13,27,1,18,2018,5,5,5,15.4,5,5,15.6,12.7,3.7,-1.7,Dropout
1,1,1,Informatics Engineering,12,1,1,1,31,2021,5,5,2,13.33333333,5,2,16,16.2,0.3,-0.92,Dropout
1,0,1,Management (evening attendance),1,3,1,1,28,2019,3,5,0,0,5,0,0,12.7,3.7,-1.7,Dropout
1,1,15,Communication Design,1,1,1,1,19,2021,5,6,0,0,6,0,0,15.5,2.8,-4.06,Dropout
1,1,1,Tourism,1,1,1,1,20,2019,5,6,6,13.71428571,6,6,14.71428571,16.2,0.3,-0.92,Graduate
4,1,11,Social Service,1,13,3,1,50,2022,5,6,4,12.25,6,0,0,8.9,1.4,3.51,Dropout
1,1,1,Communication Design,1,1,2,1,38,2021,5,6,5,16,6,4,16.5,13.9,-0.3,0.79,Enrolled
2,0,1,Management (evening attendance),1,22,27,1,31,2020,5,5,1,11,5,1,13,9.4,-0.8,-3.12,Dropout
1,1,1,Nursing,1,1,27,1,27,2020,5,7,7,14.08571429,7,7,14.08571429,7.6,2.6,0.32,Enrolled
1,1,6,Social Service,1,1,3,1,21,2021,5,6,6,10.16666667,6,6,10.5,12.7,3.7,-1.7,Graduate
2,1,1,Informatics Engineering,1,22,27,1,34,2022,3,5,1,10,5,0,0,8.9,1.4,3.51,Dropout
1,1,11,Informatics Engineering,1,2,27,1,19,2022,5,5,0,0,5,1,10,7.6,2.6,0.32,Enrolled
2,0,1,Management (evening attendance),1,22,27,1,40,2019,3,5,2,10.5,5,3,10.66666667,9.4,-0.8,-3.12,Dropout
1,1,3,Animation and Multimedia Design,1,23,14,1,18,2021,3,0,0,0,0,0,0,12.7,3.7,-1.7,Graduate
2,1,9,Communication Design,9,22,28,1,46,2020,3,6,0,0,6,0,0,15.5,2.8,-4.06,Dropout
1,0,1,Social Service (evening attendance),1,19,24,1,37,2019,3,6,0,0,5,0,0,7.6,2.6,0.32,Dropout
1,1,9,Agronomy,1,13,27,1,31,2022,3,6,0,0,6,0,0,16.2,0.3,-0.92,Dropout
1,1,5,Agronomy,1,1,14,1,34,2020,3,6,5,13.33333333,6,5,12.4,12.4,0.5,1.79,Graduate
1,1,3,Animation and Multimedia Design,1,8,8,1,18,2021,3,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
1,1,19,Advertising and Marketing Management,1,23,27,1,18,2018,3,6,6,13.57142857,6,6,14.33333333,12.4,0.5,1.79,Graduate
1,1,12,Communication Design,1,1,1,1,19,2018,3,6,6,12.83333333,6,6,11.16666667,11.1,0.6,2.02,Graduate
1,0,11,Management (evening attendance),1,22,14,1,40,2022,5,5,4,10.25,8,5,11.2,15.5,2.8,-4.06,Dropout
